area,perimeter,circularity,eccentricity,solidity,extent,hu_moment_1,hu_moment_2,hu_moment_3,mean_b,mean_g,mean_r,mean_h,mean_s,mean_v,texture_laplacian_var,color_std_b,color_std_g,color_std_r,color_std_hsv,det_confidence,predicted_label
2283.0,200.1421353816986,0.7162072571669902,0.0,0.9626818469323213,0.9146634615384616,0.16875358474164445,0.0005930462996572101,1.2127620223791072e-05,215.7748294162244,227.57012888551932,241.48976497346473,16.588324488248674,27.20773313115997,241.5155420773313,172.7318361622185,10.743974961845225,12.956721073795896,8.087730288434123,17.545553408924224,0.9492209553718567,RBC
904.5,280.81118178367615,0.144141700319915,0.0,0.4015538290788013,0.3694852941176471,0.6266875281120783,0.025089687362523927,0.03112011775101415,215.29681978798587,231.31272084805653,239.29151943462898,21.909010600706715,25.848939929328623,239.58833922261485,198.80690052437095,9.693276081576963,11.426802570212338,7.639040891882665,9.48802612017544,0.9276296496391296,RBC
1062.5,326.1248904466629,0.12553675844786194,0.0,0.4521276595744681,0.4340277777777778,0.5581326470597281,0.003486251824471537,0.0013818729212923563,217.02380952380952,232.85238095238094,238.3452380952381,26.67936507936508,23.995238095238093,239.5404761904762,184.04029683428382,9.260913155388907,11.568174145526358,8.291936292748105,20.0363650247843,0.9253067374229431,RBC
954.0,304.0243853330612,0.12970042540063942,0.0,0.4160488443087658,0.36678200692041524,0.5418435876370374,0.01931084458087659,0.021130398245631853,213.93785772690106,226.14799672935405,238.28536385936223,24.291905151267375,26.417007358953395,238.3515944399019,183.3163993205819,10.491334164387805,13.154040899296513,8.880021952207926,33.394894242327716,0.9234696626663208,RBC
886.0,301.33809304237366,0.12261271659250332,0.0,0.4114232644532157,0.36916666666666664,0.6135204248756665,0.006637356513463357,0.013599520835582704,215.4841827768014,231.48154657293495,240.3066783831283,20.636203866432336,26.736379613356764,240.6977152899824,156.09804930555558,9.24639364885849,11.077301181900964,8.539887247740435,8.309870282567339,0.9205978512763977,RBC
911.0,271.396968126297,0.15542406292266894,0.0,0.4173156207054512,0.36498397435897434,0.5480993525453046,0.018225776001924553,0.036424828468651325,216.10263157894738,230.46929824561403,236.20350877192982,24.48421052631579,22.55087719298246,237.0377192982456,90.89410492685735,9.342554597545874,11.650838590351254,7.481485097724042,14.912867274325334,0.919440746307373,RBC
2723.5,209.89949476718903,0.7768093730683688,0.0,0.9896438953488372,0.9301571038251366,0.17088938271379198,0.0019312691033262532,6.395364077229108e-05,216.34574841883344,232.90794096978215,238.90794096978215,26.35066760365425,24.969782150386507,239.74279690794097,185.9039791983935,9.401630059242924,11.89290877690207,8.724604357769325,21.424597170667003,0.9116002917289734,RBC
2232.0,193.79898941516876,0.7467943751616304,0.0,0.9763779527559056,0.9117647058823529,0.16690342975725214,0.00041508839272233727,7.825896611076015e-05,215.9351481184948,231.61969575660527,239.19935948759004,24.08726981585268,25.382706164931943,239.70056044835866,149.17449752232048,9.319510728694736,11.880858901363036,8.63109983127933,19.967657748389595,0.8973047733306885,RBC
2333.5,209.55634880065918,0.6677532699217897,0.0,0.9735085523571131,0.9348958333333334,0.1682823137366974,0.0003023697935016534,2.0925336602285206e-05,217.89273356401384,233.31003460207612,238.38615916955015,27.37370242214533,22.94463667820069,239.34878892733562,76.47846538435857,7.364291179003603,8.471041838274223,6.535425062668193,23.09217577002653,0.8965809941291809,RBC
2189.0,189.65685415267944,0.7647483354108254,0.0,0.9909461294703485,0.9500868055555556,0.1668854588600472,7.755122113687759e-06,2.3832883077640095e-06,219.24941176470588,233.2321568627451,238.4541176470588,26.973333333333333,21.28470588235294,239.22588235294117,218.6733713032287,7.774906193687864,10.087043973942853,7.0889068756784726,22.24641135780451,0.8894823789596558,RBC
