area,perimeter,circularity,eccentricity,solidity,extent,hu_moment_1,hu_moment_2,hu_moment_3,mean_b,mean_g,mean_r,mean_h,mean_s,mean_v,texture_laplacian_var,color_std_b,color_std_g,color_std_r,color_std_hsv,det_confidence,predicted_label
1716.0,166.0,0.7825479740978495,0.0,1.0,0.9533333333333334,0.0,0.0,0.0,211.41957255343084,206.41282339707539,234.03149606299215,143.31946006749158,30.422947131608552,234.03149606299215,695.5214070987655,8.722989771199323,10.798048703722191,8.311370104554898,65.46711342071667,0.8142620325088501,RBC
2767.5,472.0660150051117,0.15606015069725843,,0.5631868131868132,0.5142140468227425,0.0,0.0,0.0,198.9077109896782,166.8224043715847,208.20006071645417,155.55919854280512,55.53673345476624,211.23557984213724,1607.9127105698406,21.746091945871434,33.63922986395685,23.367533873744055,24.42515771022667,0.7884491086006165,WBC
683.0,271.39696848392487,0.11652539483690082,,0.3786031042128603,0.36137566137566135,0.0,0.0,0.0,205.9742765273312,200.005359056806,229.68703108252947,143.5305466237942,33.39657020364416,229.68703108252947,816.7819702695894,10.217746296261481,12.087346151349625,8.870547692961017,64.5866930655025,0.7882164716720581,RBC
1722.0,166.0,0.7852841558254643,0.0,1.0,0.9534883720930233,0.0,0.0,0.0,199.91103202846978,192.0640569395018,225.29774614472126,148.38078291814946,38.1067615658363,225.29774614472126,857.0152267144464,9.84243164761643,13.485396561958943,9.728354670747345,58.981135459357326,0.7683896422386169,RBC
1763.0,168.0,0.7849529263433681,0.0,1.0,0.954004329004329,0.0,0.0,0.0,207.34123711340206,200.44948453608248,230.4979381443299,156.32268041237114,33.422680412371136,230.4979381443299,862.0296491702742,9.343284181394287,11.867134931687355,8.694144010691799,50.660177746532185,0.7342567443847656,RBC
515.5,257.1543275117874,0.09796046978552249,,0.3666429587482219,0.34784075573549256,0.0,0.0,0.0,206.20264900662252,201.2913907284768,233.1748344370861,126.41854304635761,35.744370860927155,233.1748344370861,941.3912155037235,10.277345671055663,12.674315376039244,9.667513829733352,76.37689519567806,0.7273062467575073,RBC
4132.0,256.14213514328003,0.7914220135907735,,0.9894636015325671,0.9369614512471656,0.0,0.0,0.0,211.173219978746,195.42720510095643,224.557917109458,149.03400637619552,36.80233793836344,227.19075451647183,1133.2976992096915,14.106727133468427,27.172790344784048,21.45115533892378,50.42280230554698,0.7226771712303162,RBC
620.0,260.56854152679443,0.1147512933945362,,0.3974358974358974,0.3780487804878049,0.0,0.0,0.0,206.61806451612904,200.33806451612904,229.39483870967743,138.88258064516128,32.82709677419355,229.39483870967743,941.4580305621653,9.717622641484349,12.089314241699045,9.753952340682622,67.41609183645669,0.7157337069511414,RBC
564.5,254.811181306839,0.1092538745910322,,0.34441732763880417,0.3278164924506388,0.0,0.0,0.0,204.5423514538559,195.02022756005059,227.02528445006322,157.71554993678888,36.23640960809103,227.02528445006322,1009.7814944538195,11.294043227410825,13.917204895740987,11.190201054254482,44.9227317905353,0.7136163711547852,RBC
1675.0,162.82842707633972,0.7938971084999268,,0.999105278854757,0.949546485260771,0.0,0.0,0.0,209.656,204.17257142857144,234.27885714285716,139.26285714285714,33.144000000000005,234.27885714285716,866.255324427579,9.768957014075614,11.923419534166996,9.686748465648042,68.50427759621725,0.7077383995056152,RBC
